"assembly_accession"	"species_taxid"	"taxid"	"organism_name"	"infraspecific_name"	"assembly_level"	"seq_rel_date"	"atcc"	"seq_accession"	"start"	"end"	"seq_len"	"strand"
"2247"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000476.1"	1	237	237	"*"
"2248"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000477.1"	1	349	349	"*"
"2249"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000478.1"	1	241	241	"*"
"2250"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000479.1"	1	217	217	"*"
"2251"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000480.1"	1	971	971	"*"
"2252"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000481.1"	1	358	358	"*"
"2253"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000482.1"	1	726	726	"*"
"2254"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000483.1"	1	311	311	"*"
"2255"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000484.1"	1	314	314	"*"
"2256"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000485.1"	1	420	420	"*"
"2257"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000486.1"	1	243	243	"*"
"2258"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000487.1"	1	401	401	"*"
"2259"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000488.1"	1	571	571	"*"
"2260"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000489.1"	1	429	429	"*"
"2261"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000490.1"	1	238	238	"*"
"2262"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000491.1"	1	3191	3191	"*"
"2263"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000492.1"	1	263	263	"*"
"2264"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000493.1"	1	298	298	"*"
"2265"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000494.1"	1	409	409	"*"
"2266"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000495.1"	1	328	328	"*"
"2267"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000496.1"	1	460	460	"*"
"2268"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000497.1"	1	315	315	"*"
"2269"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000498.1"	1	240	240	"*"
"2270"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000499.1"	1	248	248	"*"
"2271"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000500.1"	1	273	273	"*"
"2272"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000501.1"	1	386	386	"*"
"2273"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000502.1"	1	319	319	"*"
"2274"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000503.1"	1	234	234	"*"
"2275"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000504.1"	1	270	270	"*"
"2276"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000505.1"	1	335	335	"*"
"2277"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000506.1"	1	293	293	"*"
"2278"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000507.1"	1	521	521	"*"
"2279"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000508.1"	1	247	247	"*"
"2280"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000509.1"	1	422	422	"*"
"2281"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000510.1"	1	221	221	"*"
"2282"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000511.1"	1	362	362	"*"
"2283"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000512.1"	1	582	582	"*"
"2284"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000513.1"	1	227	227	"*"
"2285"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000514.1"	1	223	223	"*"
"2286"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000515.1"	1	348	348	"*"
"2287"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000516.1"	1	290	290	"*"
"2288"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000517.1"	1	245	245	"*"
"2289"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000518.1"	1	463	463	"*"
"2290"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000519.1"	1	302	302	"*"
"2291"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000520.1"	1	285	285	"*"
"2292"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000521.1"	1	206	206	"*"
"2293"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000522.1"	1	230	230	"*"
"2294"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000523.1"	1	537	537	"*"
"2295"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000524.1"	1	1859	1859	"*"
"2296"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000525.1"	1	396	396	"*"
"2297"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000526.1"	1	209	209	"*"
"2298"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000527.1"	1	419	419	"*"
"2299"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000528.1"	1	314	314	"*"
"2300"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000529.1"	1	398	398	"*"
"2301"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000530.1"	1	474	474	"*"
"2302"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000531.1"	1	265	265	"*"
"2303"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000532.1"	1	287	287	"*"
"2304"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000533.1"	1	256	256	"*"
"2305"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000534.1"	1	437	437	"*"
"2306"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000535.1"	1	275	275	"*"
"2307"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000536.1"	1	257	257	"*"
"2308"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000537.1"	1	276	276	"*"
"2309"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000538.1"	1	322	322	"*"
"2310"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000539.1"	1	308	308	"*"
"2311"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000540.1"	1	263	263	"*"
"2312"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000541.1"	1	291	291	"*"
"2313"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000542.1"	1	292	292	"*"
"2314"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000543.1"	1	369	369	"*"
"2315"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000544.1"	1	322	322	"*"
"2316"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000545.1"	1	209	209	"*"
"2317"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000546.1"	1	659	659	"*"
"2318"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000547.1"	1	601	601	"*"
"2319"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000548.1"	1	260	260	"*"
"2320"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000549.1"	1	434	434	"*"
"2321"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000550.1"	1	393	393	"*"
"2322"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000551.1"	1	356	356	"*"
"2323"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000552.1"	1	255	255	"*"
"2324"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000553.1"	1	380	380	"*"
"2325"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000554.1"	1	221	221	"*"
"2326"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000555.1"	1	288	288	"*"
"2327"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000556.1"	1	218	218	"*"
"2328"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000557.1"	1	196976	196976	"*"
"2329"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000558.1"	1	1658	1658	"*"
"2330"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000559.1"	1	217	217	"*"
"2331"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000560.1"	1	369	369	"*"
"2332"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000561.1"	1	271	271	"*"
"2333"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000562.1"	1	297	297	"*"
"2334"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000563.1"	1	379	379	"*"
"2335"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000564.1"	1	205	205	"*"
"2336"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000565.1"	1	370	370	"*"
"2337"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000566.1"	1	415	415	"*"
"2338"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000567.1"	1	284	284	"*"
"2339"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000568.1"	1	419	419	"*"
"2340"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000569.1"	1	3634	3634	"*"
"2341"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000570.1"	1	202	202	"*"
"2342"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000571.1"	1	272	272	"*"
"2343"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000572.1"	1	213	213	"*"
"2344"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000573.1"	1	228	228	"*"
"2345"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000574.1"	1	489	489	"*"
"2346"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000575.1"	1	330	330	"*"
"2347"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000576.1"	1	384	384	"*"
"2348"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000577.1"	1	255	255	"*"
"2349"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000578.1"	1	309	309	"*"
"2350"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000579.1"	1	301	301	"*"
"2351"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000580.1"	1	52726	52726	"*"
"2352"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000581.1"	1	219	219	"*"
"2353"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000582.1"	1	334	334	"*"
"2354"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000583.1"	1	406	406	"*"
"2355"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000584.1"	1	263	263	"*"
"2356"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000585.1"	1	486	486	"*"
"2357"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000586.1"	1	283	283	"*"
"2358"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000587.1"	1	526	526	"*"
"2359"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000588.1"	1	248	248	"*"
"2360"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000589.1"	1	390	390	"*"
"2361"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000590.1"	1	366	366	"*"
"2362"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000591.1"	1	5053	5053	"*"
"2363"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000592.1"	1	239	239	"*"
"2364"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000593.1"	1	209	209	"*"
"2365"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000594.1"	1	425	425	"*"
"2366"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000595.1"	1	460	460	"*"
"2367"	"GCF_000506825.1"	562	1405293	"Escherichia coli ATCC BAA-2209"	"strain=ATCC BAA-2209"	"Contig"	"2013/12/11"	"ATCC BAA-2209"	"NZ_AZBZ01000596.1"	1	419	419	"*"
