assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	assembly_level	genome_rep	seq_rel_date	asm_name	ftp_path
GCF_000393535.1	PRJNA224116	SAMN00839765	ASEH00000000.1	na	1169248	1351	Enterococcus faecalis EnGen0329	strain=Merz192	Scaffold	Full	5/14/13	Ente_faec_Merz192_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/393/535/GCF_000393535.1_Ente_faec_Merz192_V1
GCF_000393555.1	PRJNA224116	SAMN00839766	ASEI00000000.1	na	1169249	1351	Enterococcus faecalis EnGen0326	strain=Merz204	Scaffold	Full	5/14/13	Ente_faec_Merz204_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/393/555/GCF_000393555.1_Ente_faec_Merz204_V1
GCF_000393575.1	PRJNA224116	SAMN00839767	ASEJ00000000.1	na	1169247	1351	Enterococcus faecalis EnGen0334	strain=D1	Scaffold	Full	5/14/13	Ente_faec_D1_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/393/575/GCF_000393575.1_Ente_faec_D1_V1
GCF_000393595.1	PRJNA224116	SAMN00839768	ASEK00000000.1	na	1169253	1351	Enterococcus faecalis EnGen0333	strain=T4	Scaffold	Full	5/14/13	Ente_faec_T4_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/393/595/GCF_000393595.1_Ente_faec_T4_V1
GCF_000393615.1	PRJNA224116	SAMN00839769	ASEL00000000.1	na	1169245	1351	Enterococcus faecalis EnGen0328	strain=A-2-1	Scaffold	Full	5/14/13	Ente_faec_A-2-1_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/393/615/GCF_000393615.1_Ente_faec_A-2-1_V1
GCF_000393635.1	PRJNA224116	SAMN00839770	ASEM00000000.1	na	1169254	1351	Enterococcus faecalis EnGen0330	strain=T7	Scaffold	Full	5/14/13	Ente_faec_T7_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/393/635/GCF_000393635.1_Ente_faec_T7_V1
GCF_000393715.1	PRJNA224116	SAMN00809101	AJAC00000000.1	na	1158552	1351	Enterococcus faecalis EnGen0234	strain=UAA1180	Scaffold	Full	5/14/13	Ente_faec_UAA1180_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/393/715/GCF_000393715.1_Ente_faec_UAA1180_V1
GCF_000393795.1	PRJNA224116	SAMN00809105	AJAG00000000.1	na	1158976	1351	Enterococcus faecalis EnGen0235	strain=UAA1489	Scaffold	Full	5/15/13	Ente_faec_UAA1489_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/393/795/GCF_000393795.1_Ente_faec_UAA1489_V1
GCF_000394075.1	PRJNA224116	SAMN00809123	AJAW00000000.1	na	1158618	1351	Enterococcus faecalis EnGen0237	strain=SF24397	Scaffold	Full	5/15/13	Ente_faec_SF24397_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/075/GCF_000394075.1_Ente_faec_SF24397_V1
GCF_000394095.1	PRJNA224116	SAMN00809124	AJAX00000000.1	na	1158619	1351	Enterococcus faecalis EnGen0238	strain=SF24413	Scaffold	Full	5/15/13	Ente_faec_SF24413_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/095/GCF_000394095.1_Ente_faec_SF24413_V1
GCF_000394115.1	PRJNA224116	SAMN00809125	AJAY00000000.1	na	1158620	1351	Enterococcus faecalis EnGen0239	strain=SF26630	Scaffold	Full	5/15/13	Ente_faec_SF26630_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/115/GCF_000394115.1_Ente_faec_SF26630_V1
GCF_000394135.1	PRJNA224116	SAMN00809126	AJAZ00000000.1	na	1158621	1351	Enterococcus faecalis EnGen0240	strain=SS-6	Scaffold	Full	5/15/13	Ente_faec_SS-6_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/135/GCF_000394135.1_Ente_faec_SS-6_V1
GCF_000394155.1	PRJNA224116	SAMN00809127	AJBA00000000.1	na	1158622	1351	Enterococcus faecalis EnGen0241	strain=FA2-2	Scaffold	Full	5/15/13	Ente_faec_FA2-2_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/155/GCF_000394155.1_Ente_faec_FA2-2_V1
GCF_000394175.1	PRJNA224116	SAMN00809128	AJBB00000000.1	na	1158623	1351	Enterococcus faecalis EnGen0242	strain=V587	Scaffold	Full	5/15/13	Ente_faec_V587_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/175/GCF_000394175.1_Ente_faec_V587_V1
GCF_000394195.1	PRJNA224116	SAMN00809129	AJBC00000000.1	na	1158624	1351	Enterococcus faecalis EnGen0243	strain=SF28073	Scaffold	Full	5/15/13	Ente_faec_SF28073_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/195/GCF_000394195.1_Ente_faec_SF28073_V1
GCF_000394215.1	PRJNA224116	SAMN00809131	AJBD00000000.1	na	1158625	1351	Enterococcus faecalis EnGen0244	strain=RM4679	Scaffold	Full	5/15/13	Ente_faec_RM4679_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/215/GCF_000394215.1_Ente_faec_RM4679_V1
GCF_000394235.1	PRJNA224116	SAMN00809132	AJBE00000000.1	na	1158626	1351	Enterococcus faecalis EnGen0245	strain=T14	Scaffold	Full	5/15/13	Ente_faec_T14_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/235/GCF_000394235.1_Ente_faec_T14_V1
GCF_000394255.1	PRJNA224116	SAMN00809133	AJBF00000000.1	na	1158627	1351	Enterococcus faecalis EnGen0246	strain=CH19	Scaffold	Full	5/15/13	Ente_faec_CH19_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/255/GCF_000394255.1_Ente_faec_CH19_V1
GCF_000394275.1	PRJNA224116	SAMN00809134	AJBG00000000.1	na	1158628	1351	Enterococcus faecalis EnGen0247	strain=WH257	Scaffold	Full	5/15/13	Ente_faec_WH257_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/275/GCF_000394275.1_Ente_faec_WH257_V1
GCF_000394295.1	PRJNA224116	SAMN00809135	AJBH00000000.1	na	1158629	1351	Enterococcus faecalis EnGen0248	strain=SF19	Scaffold	Full	5/15/13	Ente_faec_SF19_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/295/GCF_000394295.1_Ente_faec_SF19_V1
GCF_000394315.1	PRJNA224116	SAMN00809136	AJBI00000000.1	na	1158630	1351	Enterococcus faecalis EnGen0252	strain=SF1592	Scaffold	Full	5/15/13	Ente_faec_SF1592_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/315/GCF_000394315.1_Ente_faec_SF1592_V1
GCF_000394335.1	PRJNA224116	SAMN00809137	AJBJ00000000.1	na	1158631	1351	Enterococcus faecalis EnGen0251	strain=WH571	Scaffold	Full	5/15/13	Ente_faec_WH571_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/335/GCF_000394335.1_Ente_faec_WH571_V1
GCF_000394355.1	PRJNA224116	SAMN00809138	AJBK00000000.1	na	1158632	1351	Enterococcus faecalis EnGen0231	strain=B5035	Scaffold	Full	5/15/13	Ente_faec_B5035_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/355/GCF_000394355.1_Ente_faec_B5035_V1
GCF_000394375.1	PRJNA224116	SAMN00809139	AJBL00000000.1	na	1158633	1351	Enterococcus faecalis EnGen0249	strain=Com 2	Scaffold	Full	5/15/13	Ente_faec_Com_2_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/375/GCF_000394375.1_Ente_faec_Com_2_V1
GCF_000394395.1	PRJNA224116	SAMN00809140	AJBM00000000.1	na	1158634	1351	Enterococcus faecalis EnGen0250	strain=Com 6	Scaffold	Full	5/15/13	Ente_faec_Com_6_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/395/GCF_000394395.1_Ente_faec_Com_6_V1
GCF_000394455.1	PRJNA224116	SAMN00809221	AJDH00000000.1	na	1158637	1351	Enterococcus faecalis EnGen0299	strain=UAA409	Scaffold	Full	5/15/13	Ente_faec_UAA409pIP819_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/455/GCF_000394455.1_Ente_faec_UAA409pIP819_V1
GCF_000394515.1	PRJNA224116	SAMN00809242	AJDK00000000.1	na	1158640	1351	Enterococcus faecalis EnGen0301	strain=UAA702	Scaffold	Full	5/15/13	Ente_faec_UAA702_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/515/GCF_000394515.1_Ente_faec_UAA702_V1
GCF_000394775.1	PRJNA224116	SAMN00809211	AJDY00000000.1	na	491075	1351	Enterococcus faecalis EnGen0297	strain=HH22	Scaffold	Full	5/15/13	Ente_faec_HH22_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/775/GCF_000394775.1_Ente_faec_HH22_V1
GCF_000394795.1	PRJNA224116	SAMN00809212	AJDZ00000000.1	na	1158653	1351	Enterococcus faecalis EnGen0310 = MMH594	strain=MMH594	Scaffold	Full	5/15/13	Ente_faec_MMH594_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/795/GCF_000394795.1_Ente_faec_MMH594_V1
GCF_000394815.1	PRJNA224116	SAMN00809213	AJEA00000000.1	na	1158654	1351	Enterococcus faecalis EnGen0294	strain=SF100	Scaffold	Full	5/15/13	Ente_faec_SF100_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/815/GCF_000394815.1_Ente_faec_SF100_V1
GCF_000394835.1	PRJNA224116	SAMN00809214	AJEB00000000.1	na	1158655	1351	Enterococcus faecalis EnGen0307	strain=SF370	Scaffold	Full	5/15/13	Ente_faec_SF370_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/835/GCF_000394835.1_Ente_faec_SF370_V1
GCF_000394855.1	PRJNA224116	SAMN00809215	AJEC00000000.1	na	1158656	1351	Enterococcus faecalis EnGen0280	strain=CH570	Scaffold	Full	5/15/13	Ente_faec_CH570_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/855/GCF_000394855.1_Ente_faec_CH570_V1
GCF_000394875.1	PRJNA224116	SAMN00809216	AJED00000000.1	na	1158657	1351	Enterococcus faecalis EnGen0303	strain=Ned10	Scaffold	Full	5/15/13	Ente_faec_Ned10_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/875/GCF_000394875.1_Ente_faec_Ned10_V1
GCF_000394895.1	PRJNA224116	SAMN00809217	AJEE00000000.1	na	1158658	1351	Enterococcus faecalis EnGen0298	strain=SF105	Scaffold	Full	5/15/13	Ente_faec_SF105_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/895/GCF_000394895.1_Ente_faec_SF105_V1
GCF_000394915.1	PRJNA224116	SAMN00809218	AJEF00000000.1	na	749509	1351	Enterococcus faecalis EnGen0311	strain=WH245	Scaffold	Full	5/15/13	Ente_faec_WH245_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/915/GCF_000394915.1_Ente_faec_WH245_V1
GCF_000394935.1	PRJNA224116	SAMN00809219	AJEG00000000.1	na	1158660	1351	Enterococcus faecalis EnGen0302	strain=CH116	Scaffold	Full	5/15/13	Ente_faec_CH116_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/935/GCF_000394935.1_Ente_faec_CH116_V1
GCF_000394955.1	PRJNA224116	SAMN00809220	AJEH00000000.1	na	1158661	1351	Enterococcus faecalis EnGen0306	strain=CH136	Scaffold	Full	5/15/13	Ente_faec_CH136_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/955/GCF_000394955.1_Ente_faec_CH136_V1
GCF_000394975.1	PRJNA224116	SAMN00809222	AJEI00000000.1	na	1158662	1351	Enterococcus faecalis EnGen0291	strain=T16	Scaffold	Full	5/15/13	Ente_faec_T16_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/975/GCF_000394975.1_Ente_faec_T16_V1
GCF_000394995.1	PRJNA224116	SAMN00809223	AJEJ00000000.1	na	1158663	1351	Enterococcus faecalis EnGen0282	strain=T13	Scaffold	Full	5/15/13	Ente_faec_T13_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/394/995/GCF_000394995.1_Ente_faec_T13_V1
GCF_000395015.1	PRJNA224116	SAMN00809224	AJEK00000000.1	na	525271	1351	Enterococcus faecalis ATCC 29200	strain=ATCC 29200	Scaffold	Full	5/15/13	Ente_faec_ATCC_29200_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/395/015/GCF_000395015.1_Ente_faec_ATCC_29200_V1
GCF_000395035.1	PRJNA224116	SAMN00809225	AJEL00000000.1	na	1158664	1351	Enterococcus faecalis EnGen0279	strain=12107	Scaffold	Full	5/15/13	Ente_faec_12107_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/395/035/GCF_000395035.1_Ente_faec_12107_V1
GCF_000395055.1	PRJNA224116	SAMN00809226	AJEM00000000.1	na	1158665	1351	Enterococcus faecalis EnGen0304	strain=SF24396	Scaffold	Full	5/15/13	Ente_faec_SF24396_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/395/055/GCF_000395055.1_Ente_faec_SF24396_V1
GCF_000395075.1	PRJNA224116	SAMN00809227	AJEN00000000.1	na	1158666	1351	Enterococcus faecalis EnGen0281	strain=Pan7	Scaffold	Full	5/15/13	Ente_faec_Pan7_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/395/075/GCF_000395075.1_Ente_faec_Pan7_V1
GCF_000395095.1	PRJNA224116	SAMN00809228	AJEO00000000.1	na	1158667	1351	Enterococcus faecalis EnGen0287	strain=YI6-1	Scaffold	Full	5/15/13	Ente_faec_YI6-1_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/395/095/GCF_000395095.1_Ente_faec_YI6-1_V1
GCF_000395115.1	PRJNA224116	SAMN00809229	AJEP00000000.1	na	1158668	1351	Enterococcus faecalis EnGen0300	strain=SF21521	Scaffold	Full	5/15/13	Ente_faec_SF21521_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/395/115/GCF_000395115.1_Ente_faec_SF21521_V1
GCF_000395135.1	PRJNA224116	SAMN00809230	AJEQ00000000.1	na	1158669	1351	Enterococcus faecalis EnGen0295	strain=T21	Scaffold	Full	5/15/13	Ente_faec_T21_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/395/135/GCF_000395135.1_Ente_faec_T21_V1
GCF_000395175.1	PRJNA224116	SAMN00809233	AJES00000000.1	na	1158671	1351	Enterococcus faecalis EnGen0284	strain=Com1	Scaffold	Full	5/15/13	Ente_faec_Com1_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/395/175/GCF_000395175.1_Ente_faec_Com1_V1
GCF_000395205.1	PRJNA224116	SAMN00809235	AJEU00000000.1	na	1158673	1351	Enterococcus faecalis EnGen0293	strain=E1	Scaffold	Full	5/15/13	Ente_faec_E1_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/395/205/GCF_000395205.1_Ente_faec_E1_V1
GCF_000395245.1	PRJNA224116	SAMN00809237	AJEW00000000.1	na	1158675	1351	Enterococcus faecalis ATCC 27275	strain=ATCC 27275	Scaffold	Full	5/15/13	Ente_faec_ATCC_27275_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/395/245/GCF_000395245.1_Ente_faec_ATCC_27275_V1
GCF_000395265.1	PRJNA224116	SAMN00809238	AJEX00000000.1	na	1158676	1351	Enterococcus faecalis ATCC 27959	strain=ATCC 27959	Scaffold	Full	5/15/13	Ente_faec_ATCC_27959_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/395/265/GCF_000395265.1_Ente_faec_ATCC_27959_V1
GCF_000395285.1	PRJNA224116	SAMN00809239	AJEY00000000.1	na	1158677	1351	Enterococcus faecalis EnGen0289	strain=DS16	Scaffold	Full	5/15/13	Ente_faec_DS16_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/395/285/GCF_000395285.1_Ente_faec_DS16_V1
GCF_000395305.1	PRJNA224116	SAMN00809240	AJEZ00000000.1	na	1158678	1351	Enterococcus faecalis EnGen0285	strain=RC73	Scaffold	Full	5/15/13	Ente_faec_RC73_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/395/305/GCF_000395305.1_Ente_faec_RC73_V1
GCF_000395365.1	PRJNA224116	SAMN00839772	ASEO00000000.1	na	1169252	1351	Enterococcus faecalis EnGen0335	strain=SF5039	Scaffold	Full	5/15/13	Ente_faec_SF5039_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/395/365/GCF_000395365.1_Ente_faec_SF5039_V1
GCF_000395385.1	PRJNA224116	SAMN00809236	AJEV00000000.1	na	1158674	1351	Enterococcus faecalis EnGen0290	strain=RM3817	Scaffold	Full	5/15/13	Ente_faec_RM3817_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/395/385/GCF_000395385.1_Ente_faec_RM3817_V1
GCF_000395405.1	PRJNA224116	SAMN00809231	AJER00000000.1	na	1158670	1351	Enterococcus faecalis EnGen0283	strain=5952	Scaffold	Full	5/15/13	Ente_faec_5952_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/395/405/GCF_000395405.1_Ente_faec_5952_V1
GCF_000395985.1	PRJNA224116	SAMN00808871	AIPS00000000.1	na	1157378	1351	Enterococcus faecalis EnGen0194	strain=B1005	Scaffold	Full	5/15/13	Ente_faec_B1005_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/395/985/GCF_000395985.1_Ente_faec_B1005_V1
GCF_000396005.1	PRJNA224116	SAMN00808872	AIPT00000000.1	na	1157379	1351	Enterococcus faecalis EnGen0195	strain=B1138	Scaffold	Full	5/15/13	Ente_faec_B1138_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/005/GCF_000396005.1_Ente_faec_B1138_V1
GCF_000396025.1	PRJNA224116	SAMN00808873	AIPU00000000.1	na	1157380	1351	Enterococcus faecalis EnGen0196	strain=B1249	Scaffold	Full	5/15/13	Ente_faec_B1249_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/025/GCF_000396025.1_Ente_faec_B1249_V1
GCF_000396045.1	PRJNA224116	SAMN00808874	AIQG00000000.1	na	1157381	1351	Enterococcus faecalis EnGen0197	strain=B1851	Scaffold	Full	5/15/13	Ente_faec_B1851_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/045/GCF_000396045.1_Ente_faec_B1851_V1
GCF_000396065.1	PRJNA224116	SAMN00808875	AIQI00000000.1	na	1157382	1351	Enterococcus faecalis EnGen0198	strain=B1921	Scaffold	Full	5/15/13	Ente_faec_B1921_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/065/GCF_000396065.1_Ente_faec_B1921_V1
GCF_000396085.1	PRJNA224116	SAMN00808876	AIQJ00000000.1	na	1157383	1351	Enterococcus faecalis EnGen0199	strain=B1933	Scaffold	Full	5/15/13	Ente_faec_B1933_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/085/GCF_000396085.1_Ente_faec_B1933_V1
GCF_000396105.1	PRJNA224116	SAMN00808877	AIQK00000000.1	na	1157384	1351	Enterococcus faecalis EnGen0200	strain=B2202	Scaffold	Full	5/15/13	Ente_faec_B2202_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/105/GCF_000396105.1_Ente_faec_B2202_V1
GCF_000396125.1	PRJNA224116	SAMN00808878	AIQM00000000.1	na	1157385	1351	Enterococcus faecalis EnGen0201	strain=B2211	Scaffold	Full	5/15/13	Ente_faec_B2211_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/125/GCF_000396125.1_Ente_faec_B2211_V1
GCF_000396145.1	PRJNA224116	SAMN00808879	AIQO00000000.1	na	1157386	1351	Enterococcus faecalis EnGen0202	strain=B2277	Scaffold	Full	5/15/13	Ente_faec_B2277_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/145/GCF_000396145.1_Ente_faec_B2277_V1
GCF_000396165.1	PRJNA224116	SAMN00808881	AIQU00000000.1	na	1157387	1351	Enterococcus faecalis EnGen0203	strain=B2670	Scaffold	Full	5/15/13	Ente_faec_B2670_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/165/GCF_000396165.1_Ente_faec_B2670_V1
GCF_000396185.1	PRJNA224116	SAMN00808882	AIQV00000000.1	na	1157388	1351	Enterococcus faecalis EnGen0204	strain=B2685	Scaffold	Full	5/15/13	Ente_faec_B2685_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/185/GCF_000396185.1_Ente_faec_B2685_V1
GCF_000396205.1	PRJNA224116	SAMN00808883	AIQW00000000.1	na	1157389	1351	Enterococcus faecalis EnGen0207	strain=B2687	Scaffold	Full	5/15/13	Ente_faec_B2687_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/205/GCF_000396205.1_Ente_faec_B2687_V1
GCF_000396225.1	PRJNA224116	SAMN00808884	AIQX00000000.1	na	1157390	1351	Enterococcus faecalis EnGen0205	strain=B2802	Scaffold	Full	5/15/13	Ente_faec_B2802_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/225/GCF_000396225.1_Ente_faec_B2802_V1
GCF_000396245.1	PRJNA224116	SAMN00808885	AIQY00000000.1	na	1157391	1351	Enterococcus faecalis EnGen0228	strain=B2813	Scaffold	Full	5/15/13	Ente_faec_B2813_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/245/GCF_000396245.1_Ente_faec_B2813_V1
GCF_000396265.1	PRJNA224116	SAMN00808886	AIQZ00000000.1	na	1157392	1351	Enterococcus faecalis EnGen0206	strain=B2864	Scaffold	Full	5/15/13	Ente_faec_B2864_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/265/GCF_000396265.1_Ente_faec_B2864_V1
GCF_000396285.1	PRJNA224116	SAMN00808887	AIRA00000000.1	na	1157393	1351	Enterococcus faecalis EnGen0374	strain=B2867	Scaffold	Full	5/15/13	Ente_faec_B2867_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/285/GCF_000396285.1_Ente_faec_B2867_V1
GCF_000396305.1	PRJNA224116	SAMN00808888	AIRB00000000.1	na	1157394	1351	Enterococcus faecalis EnGen0208	strain=B2949	Scaffold	Full	5/15/13	Ente_faec_B2949_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/305/GCF_000396305.1_Ente_faec_B2949_V1
GCF_000396325.1	PRJNA224116	SAMN00808889	AIRF00000000.1	na	1157395	1351	Enterococcus faecalis EnGen0209	strain=B3119	Scaffold	Full	5/15/13	Ente_faec_B3119_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/325/GCF_000396325.1_Ente_faec_B3119_V1
GCF_000396345.1	PRJNA224116	SAMN00808890	AIRH00000000.1	na	1157396	1351	Enterococcus faecalis EnGen0210	strain=B3196	Scaffold	Full	5/15/13	Ente_faec_B3196_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/345/GCF_000396345.1_Ente_faec_B3196_V1
GCF_000396365.1	PRJNA224116	SAMN00808892	AIRI00000000.1	na	1157397	1351	Enterococcus faecalis EnGen0211	strain=B3286	Scaffold	Full	5/15/13	Ente_faec_B3286_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/365/GCF_000396365.1_Ente_faec_B3286_V1
GCF_000396385.1	PRJNA224116	SAMN00808893	AIRJ00000000.1	na	1157398	1351	Enterococcus faecalis EnGen0212	strain=B3336	Scaffold	Full	5/15/13	Ente_faec_B3336_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/385/GCF_000396385.1_Ente_faec_B3336_V1
GCF_000396405.1	PRJNA224116	SAMN00808894	AIRK00000000.1	na	1157399	1351	Enterococcus faecalis EnGen0213	strain=B4008	Scaffold	Full	5/15/13	Ente_faec_B4008_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/405/GCF_000396405.1_Ente_faec_B4008_V1
GCF_000396425.1	PRJNA224116	SAMN00808895	AIRL00000000.1	na	1157400	1351	Enterococcus faecalis EnGen0214	strain=B4018	Scaffold	Full	5/15/13	Ente_faec_B4018_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/425/GCF_000396425.1_Ente_faec_B4018_V1
GCF_000396445.1	PRJNA224116	SAMN00808896	AIRM00000000.1	na	1157401	1351	Enterococcus faecalis EnGen0215	strain=B4148	Scaffold	Full	5/15/13	Ente_faec_B4148_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/445/GCF_000396445.1_Ente_faec_B4148_V1
GCF_000396465.1	PRJNA224116	SAMN00808897	AIRN00000000.1	na	1157402	1351	Enterococcus faecalis EnGen0216	strain=B4163	Scaffold	Full	5/15/13	Ente_faec_B4163_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/465/GCF_000396465.1_Ente_faec_B4163_V1
GCF_000396485.1	PRJNA224116	SAMN00808898	AIRO00000000.1	na	1157403	1351	Enterococcus faecalis EnGen0217	strain=B4259	Scaffold	Full	5/15/13	Ente_faec_B4259_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/485/GCF_000396485.1_Ente_faec_B4259_V1
GCF_000396505.1	PRJNA224116	SAMN00808899	AIRP00000000.1	na	1157404	1351	Enterococcus faecalis EnGen0218	strain=B4267	Scaffold	Full	5/15/13	Ente_faec_B4267_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/505/GCF_000396505.1_Ente_faec_B4267_V1
GCF_000396525.1	PRJNA224116	SAMN00808900	AIRQ00000000.1	na	1157405	1351	Enterococcus faecalis EnGen0219	strain=B4270	Scaffold	Full	5/15/13	Ente_faec_B4270_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/525/GCF_000396525.1_Ente_faec_B4270_V1
GCF_000396545.1	PRJNA224116	SAMN00808901	AIRR00000000.1	na	1157406	1351	Enterococcus faecalis EnGen0220	strain=B4411	Scaffold	Full	5/15/13	Ente_faec_B4411_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/545/GCF_000396545.1_Ente_faec_B4411_V1
GCF_000396565.1	PRJNA224116	SAMN00808903	AIRS00000000.1	na	1157407	1351	Enterococcus faecalis EnGen0221	strain=B4568	Scaffold	Full	5/15/13	Ente_faec_B4568_V1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/396/565/GCF_000396565.1_Ente_faec_B4568_V1
